X1,X2,X3,X4
1,-1.22335465222302,-0.483467567560727,0.835942960278263,-0.427539417348271
2,-0.937083933217497,0.857772962789752,4.42469350202875,0.529824384406999
3,-7.65166934689914,0.640282996778626,-8.01775322345157,1.0667039353246
4,-0.493591948709026,-0.289356398265929,-4.10337029859116,0.0997940492644275
5,-7.64917687596432,0.0179995192321314,0.350284393673725,-0.433493944434471
6,5.3214653521603,-0.791583315234754,1.13038053307793,-0.528244357463172
7,-8.33124446398053,1.2221989045279,0.631225258766134,0.274814184362258
8,-6.82904513720636,0.485656910109752,7.29303494036944,-0.989068665625183
9,6.2403490789021,-1.07423606937385,9.10096881811642,-1.09382074567332
10,9.57562488007669,-1.19865309266996,-2.13012809996242,-0.0285594813863101
11,6.44665437690336,-0.19768522963066,4.72887481220773,-0.672020005725363
12,-1.51945262339698,0.958922659771468,8.12970135855969,0.163167006649049
13,-0.174957447666673,0.25364833980604,0.32624720719285,-0.0437784992963357
14,-2.67801239044196,-0.00445478257846532,0.617383871018461,-0.105921657796694
15,-3.16693638747044,0.236156878893603,-6.22509220125434,0.338895201388929
16,1.33245516550027,-0.00870944091737391,0.477664116062723,0.505603756551558
17,-2.91685663310364,0.200591020547552,-2.73808103221479,0.116445004783413
18,8.52032410352068,-0.181993847902093,-3.11178686982648,0.655638097057248
19,-10.4584230837662,0.187860992495869,0.218403481046526,-0.62973198405092
20,-5.38285251340509,-0.192941437891722,-8.95852498763552,0.409766304829787
21,3.12551657127754,-0.50481969541174,0.945945560677039,0.0597576830135147
22,9.98513709154179,0.0302637627003186,4.15382693491547,0.025681139289264
23,-4.10888463149473,0.835591260650447,-5.0011795471584,0.718061918865702
24,-1.88689047710574,0.262850389139331,-5.02593747975563,0.803455694553802
25,4.56194848359668,0.864996268332662,10.0648598744791,-0.120112353281588
26,-5.09842455052381,-0.32362310854394,-2.62682006369932,-0.293969562896427
27,5.0840614074886,0.208613258085656,2.52463492066922,0.417409067890127
28,-5.99462154891788,0.635787607946413,-3.5643350868116,0.440603289600331
29,-3.05116263338508,-0.392958999744948,-2.03641526139898,-0.622944537042873
30,4.27813819647025,0.0617372041061031,1.78034234249951,-0.339739872536659
31,-15.9158019514594,0.0952057417309913,-10.5554268601183,0.083466187090901
32,-0.117336232683446,0.216987614755601,-0.662725415059802,-0.0207058090899901
33,7.09791481812857,0.39828444722066,10.1868211464941,-0.335500395721191
34,-0.424440217727623,0.420381652736781,-8.04931885608033,1.31870754278888
35,5.93445338450885,-0.528764524058615,-3.32057623766051,-0.324142227150197
36,-6.16002927768164,0.264798097652629,-8.07266249177821,0.112949500417385
37,11.6048295598168,0.0996312194308797,-3.36989566749675,1.02271505799967
38,4.62934889301656,-0.813788686656448,4.23090160696953,-0.894254405592124
39,5.21459918317262,0.381900739465939,6.97447227735096,0.81255808729652
40,2.66651321822891,0.24219860239898,-0.498510190450832,0.20595896939689
41,2.89997830080366,-0.0272042723549974,1.84549501600785,0.274693214542296
42,-5.49085738787142,0.816148164952256,1.10092068600945,0.192415272391403
43,5.39550523305645,-0.472750818704353,-4.53235629993785,-0.312832354773175
44,-5.82560935943416,-0.00036830949113642,-8.3577080811764,0.123341624635526
45,-8.9761191526793,1.20398819675225,-0.821496977516661,0.478110886120915
46,17.4407993638987,-1.31026118924523,-9.4443146495947,0.235672676263915
47,-0.761350523567803,-0.366506835204444,-15.9326243472435,0.914167270271796
48,-12.9932316792962,-0.0181362775620046,-12.6851052851696,0.0363504486206145
49,-3.59543833297382,0.249825568909969,3.722214479251,0.122676094548491
50,7.1506032548668,-0.41564449684136,1.53325469564363,0.142544655660477
51,1.28808076594792,0.189220476160955,-2.65150386675082,1.13157222198704
52,1.93640356259766,0.276329227663189,-5.81026228304473,0.9671727346574
53,1.50997496416788,0.521108344592084,-2.40765644039186,1.03649806398798
54,3.4135882369635,-0.523646454739566,-4.34469186613231,-0.535379262929772
55,-7.38889465405739,-0.222848616506277,-10.0134367926552,0.133554440086105
